Invoice No,Date,Line,Product Code,Invoice Quantity,Unit Cost,Net Unit Price,Price List,Price Limit,Price Std,Category Name,Total
DEL1057,01/05/2025,20,PLY-232,3,5.27,10.49,11.54,9.97,10.49,Plywood,31.47
DEL1057,01/05/2025,30,PLY-173,4,29.63,54.68,60.15,51.95,54.68,Plywood,218.72
DEL1058,13/06/2026,10,CEM-689,4,21.09,24.01,26.41,22.81,24.01,Cemento,96.04
DEL1058,13/06/2026,20,CEM-217,4,19.15,26.31,28.94,24.99,26.31,Cemento,105.24
DEL1059,13/09/2025,10,HER-951,5,11.02,20.87,22.96,19.83,20.87,Herramientas,104.35
DEL1059,13/09/2025,20,TUB-349,2,17.66,26.49,29.14,25.17,26.49,Tuberías,52.98
DEL1060,14/02/2025,10,CEM-326,4,18.85,23.29,25.62,22.13,23.29,Cemento,93.16
DEL1060,14/02/2025,20,PLY-643,2,10.88,20.14,22.15,19.13,20.14,Plywood,40.28
DEL1060,14/02/2025,30,CEM-341,3,36.71,45.97,50.57,43.67,45.97,Cemento,137.91
DEL1060,14/02/2025,40,PLY-878,3,13.96,23.08,25.39,21.93,23.08,Plywood,69.24
DEL1060,14/02/2025,50,PIN-575,5,7.64,12.99,14.29,12.34,12.99,Pinturas,64.95
DEL1061,25/02/2025,10,TUB-430,6,35.87,57.42,63.16,54.55,57.42,Tuberías,344.52
DEL1061,25/02/2025,20,ELÉ-580,2,26.95,44.97,49.47,42.72,44.97,Eléctrico,89.94
DEL1061,25/02/2025,30,CEM-460,2,15.6,19.04,20.94,18.09,19.04,Cemento,38.08
DEL1061,25/02/2025,40,CEM-477,2,15.86,20.54,22.59,19.51,20.54,Cemento,41.08
DEL1061,25/02/2025,50,ACE-729,2,7.69,16.56,18.22,15.73,16.56,Acero,33.12
DEL1062,20/03/2025,10,CEM-560,2,24.4,35.08,38.59,33.33,35.08,Cemento,70.16
DEL1062,20/03/2025,20,FER-587,6,25.01,46.47,51.12,44.15,46.47,Ferretería,278.82
DEL1062,20/03/2025,30,CEM-831,4,38.52,49.87,54.86,47.38,49.87,Cemento,199.48
DEL1062,20/03/2025,40,PLY-549,5,27.61,43.46,47.81,41.29,43.46,Plywood,217.3
DEL1062,20/03/2025,50,CEM-496,4,26.34,33.14,36.45,31.48,33.14,Cemento,132.56
DEL1063,14/12/2025,10,TUB-167,4,6.83,10.89,11.98,10.35,10.89,Tuberías,43.56
DEL1063,14/12/2025,20,PLY-841,4,24.53,43.63,47.99,41.45,43.63,Plywood,174.52
DEL1063,14/12/2025,30,ACE-441,3,38.75,77.19,84.91,73.33,77.19,Acero,231.57
DEL1063,14/12/2025,40,PLY-771,4,28.23,59.01,64.91,56.06,59.01,Plywood,236.04
DEL1064,23/03/2026,10,PLY-485,6,29.81,47.72,52.49,45.33,47.72,Plywood,286.32
DEL1064,23/03/2026,20,TUB-195,6,16.5,22.26,24.49,21.15,22.26,Tuberías,133.56
DEL1064,23/03/2026,30,TUB-416,4,19.82,29.01,31.91,27.56,29.01,Tuberías,116.04
DEL1064,23/03/2026,40,PLY-296,5,12.5,26.36,29.0,25.04,26.36,Plywood,131.8
DEL1064,23/03/2026,50,PLY-619,2,9.81,15.66,17.23,14.88,15.66,Plywood,31.32
DEL1065,25/08/2025,10,TUB-485,6,35.67,56.66,62.33,53.83,56.66,Tuberías,339.96
DEL1065,25/08/2025,20,PLY-928,6,11.33,22.19,24.41,21.08,22.19,Plywood,133.14
DEL1066,06/02/2025,10,PLY-725,5,17.75,35.05,38.55,33.3,35.05,Plywood,175.25
DEL1066,06/02/2025,20,PLY-344,6,31.2,56.63,62.29,53.8,56.63,Plywood,339.78
DEL1066,06/02/2025,30,PLY-476,3,33.3,60.84,66.92,57.8,60.84,Plywood,182.52
DEL1066,06/02/2025,40,TUB-896,4,24.96,37.49,41.24,35.62,37.49,Tuberías,149.96
DEL1066,06/02/2025,50,PLY-920,3,23.46,49.73,54.7,47.24,49.73,Plywood,149.19
DEL1067,20/08/2025,10,ELÉ-667,4,6.83,12.74,14.01,12.1,12.74,Eléctrico,50.96
DEL1067,20/08/2025,20,FER-391,2,29.9,62.0,68.2,58.9,62.0,Ferretería,124.0
DEL1067,20/08/2025,30,PLY-250,6,10.61,19.26,21.19,18.3,19.26,Plywood,115.56
DEL1068,27/06/2026,10,PLY-127,4,36.87,74.9,82.39,71.16,74.9,Plywood,299.6
DEL1068,27/06/2026,20,CEM-183,5,18.88,23.84,26.22,22.65,23.84,Cemento,119.2
DEL1068,27/06/2026,30,PLY-910,4,5.99,12.57,13.83,11.94,12.57,Plywood,50.28
DEL1068,27/06/2026,40,PLY-812,5,6.34,13.26,14.59,12.6,13.26,Plywood,66.3
DEL1068,27/06/2026,50,ACE-105,6,31.56,60.28,66.31,57.27,60.28,Acero,361.68
DEL1069,03/10/2025,10,PLY-640,6,34.22,64.13,70.54,60.92,64.13,Plywood,384.78
DEL1069,03/10/2025,20,CEM-148,2,32.17,38.77,42.65,36.83,38.77,Cemento,77.54
DEL1070,08/06/2026,10,TUB-711,5,26.8,35.31,38.84,33.54,35.31,Tuberías,176.55
DEL1070,08/06/2026,20,CEM-398,3,27.12,36.53,40.18,34.7,36.53,Cemento,109.59
DEL1070,08/06/2026,30,CEM-291,5,26.52,32.0,35.2,30.4,32.0,Cemento,160.0
DEL1070,08/06/2026,40,TUB-638,2,8.0,14.1,15.51,13.39,14.1,Tuberías,28.2
DEL1070,08/06/2026,50,CEM-499,2,32.52,42.88,47.17,40.74,42.88,Cemento,85.76
DEL1071,28/03/2026,10,PLY-465,2,18.54,32.83,36.11,31.19,32.83,Plywood,65.66
DEL1071,28/03/2026,20,ACE-890,2,17.07,35.37,38.91,33.6,35.37,Acero,70.74
DEL1071,28/03/2026,30,TUB-659,4,31.48,42.56,46.82,40.43,42.56,Tuberías,170.24
DEL1071,28/03/2026,40,PLY-812,5,27.5,56.09,61.7,53.29,56.09,Plywood,280.45
DEL1071,28/03/2026,50,CEM-137,5,11.38,13.23,14.55,12.57,13.23,Cemento,66.15
DEL1072,10/01/2025,10,PLY-627,4,11.98,18.88,20.77,17.94,18.88,Plywood,75.52
DEL1072,10/01/2025,20,CEM-871,2,33.54,43.74,48.11,41.55,43.74,Cemento,87.48
DEL1072,10/01/2025,30,TUB-986,2,15.01,25.63,28.19,24.35,25.63,Tuberías,51.26
DEL1073,21/01/2026,10,PLY-861,5,32.98,59.63,65.59,56.65,59.63,Plywood,298.15
DEL1073,21/01/2026,20,CEM-608,3,38.48,48.02,52.82,45.62,48.02,Cemento,144.06
DEL1073,21/01/2026,30,TUB-920,4,17.86,29.93,32.92,28.43,29.93,Tuberías,119.72
DEL1073,21/01/2026,40,PLY-658,3,19.86,35.84,39.42,34.05,35.84,Plywood,107.52
DEL1074,10/12/2025,10,PLY-717,5,16.48,28.43,31.27,27.01,28.43,Plywood,142.15
DEL1074,10/12/2025,20,PIN-143,5,10.83,15.81,17.39,15.02,15.81,Pinturas,79.05
DEL1074,10/12/2025,30,PIN-381,5,36.91,56.87,62.56,54.03,56.87,Pinturas,284.35
DEL1074,10/12/2025,40,TUB-472,5,32.7,43.0,47.3,40.85,43.0,Tuberías,215.0
DEL1075,17/11/2025,10,ACA-135,5,10.0,14.16,15.58,13.45,14.16,Acabados,70.8
DEL1075,17/11/2025,20,PLY-492,4,13.26,25.6,28.16,24.32,25.6,Plywood,102.4
